S.no,Date,TotalTrades,Profit,Profit%,Cost,Cost%,
2,07-12-20,1,-38.69922,-0.12785965,-159.68962,-0.5276034,
2,03-11-20,1,-38.84961,-0.15342145,-140.06052,-0.5531148,
2,31-03-20,1,-63.25,-0.33120647,-139.5109,-0.73053813,
2,12-04-22,1,91.953125,0.24400362,-58.97139,-0.1564878,
2,03-11-21,1,-124.5,-0.31260163,-283.5592,-0.71197486,
2,06-07-20,1,58.84961,0.2650006,-30.097488,-0.13553016,
2,02-06-20,2,133.85156,0.66270626,-27.754944,-0.13861401,
2,26-03-20,2,650.7012,3.4573822,498.99176,2.6504593,
2,07-01-21,1,-45.75,-0.14265735,-173.93791,-0.5423769,
2,15-11-21,1,-152.89844,-0.39130533,-308.88843,-0.7905283,
2,16-11-16,1,-58.80078,-0.3012505,-136.75879,-0.700643,
2,28-05-19,1,32.55078,0.102895,-94.05412,-0.2973126,
2,29-10-20,1,-37.69922,-0.15537773,-134.67563,-0.55506766,
2,08-06-20,1,-57.05078,-0.26353166,-143.53088,-0.66300625,
2,04-05-21,1,-103.64844,-0.3160216,-234.63274,-0.7153957,
2,08-06-22,1,18.25,0.05178561,-122.752304,-0.34832254,
2,18-10-22,1,-128.69922,-0.3195289,-289.55304,-0.7188843,
2,30-09-20,1,1.1503906,0.0053826496,-84.340706,-0.3946241,
2,22-07-21,1,143.25,0.41258046,4.081497,0.011756833,
2,22-07-22,1,51.847656,0.14247365,-93.82025,-0.2578115,
2,11-08-20,1,-10.048828,-0.04536748,-98.62813,-0.44527143,
2,27-05-20,4,1069.4004,5.862521,778.0458,4.250802,
2,17-11-20,1,92.5,0.3203929,-23.168205,-0.08024706,
2,13-12-21,1,141.5,0.3787691,-8.2144165,-0.021989604,
2,16-06-20,2,-170.84961,-0.83008325,-335.1353,-1.628411,
2,22-07-20,2,-59.75,-0.25987288,-243.1253,-1.0593604,
2,19-06-19,1,22.40039,0.07325908,-99.95221,-0.32689044,
2,06-03-20,2,-7.548828,-0.024425566,-230.07733,-0.82437956,
2,16-06-22,1,-114.75,-0.34025404,-249.41971,-0.73956835,
2,05-10-20,1,111.40039,0.49322328,20.832794,0.0922421,
2,15-07-22,1,-104.703125,-0.30036524,-243.92813,-0.699769,
2,24-11-20,1,223.84961,0.76328456,106.09331,0.36175948,
2,15-07-20,2,-177.94922,-0.81809354,-351.38373,-1.6164532,
2,28-04-16,1,0.6015625,0.0035390297,-67.39144,-0.39647478,
2,10-09-20,2,-25.447266,-0.11363372,-205.65598,-0.9134078,
2,08-01-21,1,-107.75,-0.33449695,-236.3847,-0.7338282,
2,25-10-22,1,-146.80078,-0.35550147,-311.6832,-0.7547915,
2,04-08-20,1,-67.5,-0.31775096,-152.3372,-0.7171187,
2,22-11-16,2,-51.44922,-0.27700475,-199.69614,-1.0764464,
2,13-03-20,2,71.5,0.31090736,-128.147,-0.4897124,
2,09-06-20,1,-67.45117,-0.31309217,-153.49048,-0.712474,
2,04-03-16,1,-26.5,-0.17274648,-87.80861,-0.5724009,
2,17-11-16,1,-63.34961,-0.32886848,-140.27452,-0.72820514,
2,02-11-18,1,39.19922,0.15338019,-63.10679,-0.24692143,
2,10-10-18,1,-78.94922,-0.31411698,-179.32611,-0.713489,
