sno,TradeType(l/s),Positional,costPercent,startTime,cutOffTime,endTime,CandlePeriod,ATRFrom%,ATRTo%,VixFrom%,VixTo%,Period,noOfSD,MinBandRange(as % of SMA),MaxBandRange(as % of SMA),LookbackDuration,MinBandChange,MaxBandChange,MinBreakout,MaxBreakout,Exit at SMA,TargetBN%,TriggerBN%,FallbackBN%,TradeSLBN%,DaySLBN%,MaxOverlap,TradeGap,TradingDays,TotalTrades,TradeMaxProfit,TradeMaxLoss,DayMaxProfit,DayMaxLoss,TradeAverageProfit,TradeAverageLoss,TradeWinPercent,TradeWinPercent(Cost),TradeExpectancy,TradeExpectancy(Cost),Profit,Profit %,DayAverageProfit,DayAverageLoss,DayWinPercent,DayExpectancy,ProfitCost,ProfitCost %,DayWinPercent(Cost),DayAverageProfit(Cost),DayAverageLoss(Cost),DayExpectancy(Cost),HoldingPeriodAvg,Calmar
2618,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,40,2,0,1000,30,-30,-5,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,152,164,1968.75,-392.85156,1968.75,-582.1992,276.66956,-126.89818,50.0,44.512196,2.1802485,1.5969372,12281.254,36.922783,283.98215,-133.36964,51.315792,2.244383,7609.1484,20.50431,45.394737,285.72296,-145.85225,1.6285571,34.817074,2.5446446
2619,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,40,2,0,1000,30,-30,-6,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,149,160,1968.75,-392.85156,1968.75,-582.1992,282.07028,-127.049385,49.375,44.375,2.1653438,1.5906756,11992.553,35.72677,289.9634,-131.82031,50.335567,2.229412,7441.6797,19.708897,44.966446,289.53763,-145.82124,1.6223526,34.6375,2.3517776
2620,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,40,2,0,1000,30,-30,-7,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,147,158,1968.75,-392.85156,1968.75,-582.1992,280.9244,-127.05125,49.36709,44.3038,2.1558332,1.5826482,11748.004,35.56715,288.86224,-131.88771,50.340134,2.2202163,7256.494,19.749355,44.897957,288.93304,-145.84056,1.6142759,34.66456,2.3566055
2624,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,40,2,0,1000,30,-30,-15,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,116,123,1968.75,-392.85156,1968.75,-582.1992,301.1692,-133.53336,46.341465,43.08943,1.9478331,1.4505235,8353.443,25.12844,312.40546,-137.36212,46.551723,1.9808596,4829.3594,12.815867,43.103447,303.73145,-156.92747,1.4662796,33.308945,1.1680568
2625,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,40,2,0,1000,30,-30,-20,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,93,97,1968.75,-392.85156,1968.75,-582.1992,322.2158,-134.0632,45.360825,43.29897,1.9953269,1.497886,7072.1445,18.784801,337.5594,-139.32059,45.16129,1.9953265,4280.326,9.075435,43.010754,321.9332,-162.20758,1.497886,32.515465,0.71055204
2621,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,40,2,0,1000,30,-30,-8,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,146,156,1968.75,-392.85156,1968.75,-582.1992,281.00394,-127.21203,49.358974,44.230766,2.153019,1.5817847,11587.553,35.37213,289.05487,-130.32127,50.0,2.2180176,7164.3105,19.754442,44.52055,289.80652,-144.1125,1.6137449,34.602566,2.3572123
2622,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,40,2,0,1000,30,-30,-9,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,143,151,1968.75,-392.85156,1968.75,-582.1992,284.73694,-127.341675,48.34437,43.70861,2.0926738,1.5414144,10853.146,33.129898,292.70068,-131.99864,48.951046,2.1263237,6583.662,18.013329,44.055946,291.77066,-147.4736,1.5580375,34.006622,2.295389
2623,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,40,2,0,1000,30,-30,-10,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,140,148,1968.75,-392.85156,1968.75,-582.1992,283.19077,-127.37596,47.972973,43.243244,2.0500252,1.5086288,10298.596,31.528046,291.32053,-132.09999,48.57143,2.0827863,6112.0977,16.712278,43.571426,291.2571,-147.5264,1.5244371,33.905407,2.1296
2626,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,40,3,0,1000,15,-30,0,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,28,30,1988.5508,-390.94922,1988.5508,-390.94922,511.69684,-100.24154,60.000004,56.666668,7.656959,5.6814294,8007.6445,22.422031,538.0439,-103.55469,60.714287,8.02979,7121.633,19.410816,57.14286,533.7313,-118.17236,6.022067,46.2,11.05529
2627,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,40,3,0,1000,15,-30,-1,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,28,30,1988.5508,-390.94922,1988.5508,-390.94922,511.69684,-100.24154,60.000004,56.666668,7.656959,5.6814294,8007.6445,22.422031,538.0439,-103.55469,60.714287,8.02979,7121.633,19.410816,57.14286,533.7313,-118.17236,6.022067,46.2,11.05529
2628,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,40,3,0,1000,15,-30,-2,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,28,30,1988.5508,-390.94922,1988.5508,-390.94922,511.69684,-100.24154,60.000004,56.666668,7.656959,5.6814294,8007.6445,22.422031,538.0439,-103.55469,60.714287,8.02979,7121.633,19.410816,57.14286,533.7313,-118.17236,6.022067,46.2,11.05529
2629,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,40,3,0,1000,15,-30,-3,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,27,29,1988.5508,-390.94922,1988.5508,-390.94922,511.69684,-104.34997,62.068962,58.62069,8.024171,5.978181,8062.6934,22.690641,538.0439,-108.40527,62.96296,8.437546,7197.1465,19.779282,59.25926,533.7313,-122.05042,6.3607845,46.96552,11.265147
2630,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,40,3,0,1000,15,-30,-4,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,26,28,1988.5508,-390.94922,1988.5508,-390.94922,535.4143,-104.34997,60.714287,57.14286,7.929648,5.920255,7954.1934,22.251347,564.8904,-108.40527,61.538464,8.3374605,7113.4004,19.440212,57.692307,563.73035,-122.05042,6.298406,47.607143,9.381142
2631,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,40,3,0,1000,15,-30,-5,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,25,26,1988.5508,-390.94922,1988.5508,-390.94922,482.1621,-108.54492,61.538464,57.692307,7.107283,5.3116837,6629.1445,18.85423,478.1748,-113.51693,64.0,7.48865,5853.035,16.244793,60.000004,473.82227,-125.429886,5.666381,45.53846,9.382826
2632,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,40,3,0,1000,15,-30,-6,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,25,26,1988.5508,-390.94922,1988.5508,-390.94922,482.1621,-108.54492,61.538464,57.692307,7.107283,5.3116837,6629.1445,18.85423,478.1748,-113.51693,64.0,7.48865,5853.035,16.244793,60.000004,473.82227,-125.429886,5.666381,45.53846,9.382826
2633,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,40,3,0,1000,15,-30,-7,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,25,26,1988.5508,-390.94922,1988.5508,-390.94922,482.1621,-108.54492,61.538464,57.692307,7.107283,5.3116837,6629.1445,18.85423,478.1748,-113.51693,64.0,7.48865,5853.035,16.244793,60.000004,473.82227,-125.429886,5.666381,45.53846,9.382826
2634,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,40,3,0,1000,15,-30,-8,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,25,26,1988.5508,-390.94922,1988.5508,-390.94922,482.1621,-108.54492,61.538464,57.692307,7.107283,5.3116837,6629.1445,18.85423,478.1748,-113.51693,64.0,7.48865,5853.035,16.244793,60.000004,473.82227,-125.429886,5.666381,45.53846,9.382826
2635,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,40,3,0,1000,15,-30,-9,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,23,24,1988.5508,-390.94922,1988.5508,-390.94922,482.1621,-109.71875,66.66667,62.5,8.789058,6.4778385,6836.8438,19.98297,478.1748,-116.279015,69.565216,9.399554,6097.412,17.572975,65.21739,473.82227,-126.240234,7.0375085,47.25,10.149967
2640,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,40,3,0,1000,20,-30,-1,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,34,37,1948.75,-227.94922,1948.75,-227.94922,422.6203,-87.74336,59.45946,59.45946,7.0642743,5.050426,7981.496,22.495432,437.08575,-92.10036,61.764706,7.6662197,6918.7676,18.784168,61.764706,402.2966,-117.65084,5.523664,44.27027,11.199809
2636,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,40,3,0,1000,15,-30,-10,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,22,23,1988.5508,-116.95117,1988.5508,-116.95117,504.68958,-69.25635,65.21739,60.869564,13.663628,9.211194,7016.293,20.16941,500.43646,-70.03627,68.181816,15.311548,6325.33,17.859333,63.636364,499.46262,-83.39331,10.481171,47.652172,10.315366
2637,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,40,3,0,1000,15,-30,-15,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,19,20,1988.5508,-390.94922,1988.5508,-390.94922,448.23715,-109.71875,60.000004,55.0,6.127994,4.484489,4501.0957,11.965568,442.92075,-116.279015,63.15789,6.529919,3878.6035,9.959591,57.894737,444.4114,-126.240234,4.8404984,43.35,4.2803764
2638,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,40,3,0,1000,15,-30,-20,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,13,13,1988.5508,-390.94922,1988.5508,-390.94922,614.9068,-116.16699,53.846157,53.846157,6.1755185,4.7145777,3607.3457,9.160425,614.9068,-116.16699,53.846157,6.1755185,3196.4727,7.8558517,53.846157,579.5706,-143.42024,4.7145777,42.46154,4.6022873
2639,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,40,3,0,1000,20,-30,0,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,34,36,1948.75,-227.94922,1948.75,-227.94922,428.28152,-89.45382,61.11111,61.11111,7.5235896,5.4586678,8169.84,23.419388,446.0545,-92.10036,61.764706,7.8235264,7156.049,19.807655,61.764706,413.5957,-117.65084,5.6788044,44.88889,7.9668465
2641,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,40,3,0,1000,20,-30,-2,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,33,34,1948.75,-227.94922,1948.75,-227.94922,438.76172,-92.10036,61.764706,61.764706,7.695615,5.604391,8016.6914,22.670338,460.6998,-92.10036,60.606064,7.6956167,7042.2363,19.258984,60.606064,428.58487,-117.65084,5.604392,45.058823,7.7461653
2642,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,40,3,0,1000,20,-30,-3,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,33,34,1948.75,-227.94922,1948.75,-227.94922,438.76172,-92.10036,61.764706,61.764706,7.695615,5.604391,8016.6914,22.670338,460.6998,-92.10036,60.606064,7.6956167,7042.2363,19.258984,60.606064,428.58487,-117.65084,5.604392,45.058823,7.7461653
2643,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,40,3,0,1000,20,-30,-4,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,30,31,1948.75,-227.94922,1948.75,-227.94922,455.3623,-88.09588,64.51613,64.51613,9.398072,6.9949093,8138.1914,22.61736,479.32874,-88.09588,63.333332,9.398072,7271.0996,19.506033,63.333332,446.52518,-110.26172,6.9949093,46.19355,6.6156464
2644,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,40,3,0,1000,20,-30,-5,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,29,30,1948.75,-227.94922,1948.75,-227.94922,477.84457,-88.09588,63.333332,63.333332,9.368973,6.9888663,8109.992,22.482145,504.39148,-88.09588,62.068962,9.368972,7263.7695,19.470884,62.068962,470.92493,-110.26172,6.988866,46.433334,6.6037254
2645,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,40,3,0,1000,20,-30,-6,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,29,30,1948.75,-227.94922,1948.75,-227.94922,477.84457,-88.09588,63.333332,63.333332,9.368973,6.9888663,8109.992,22.482145,504.39148,-88.09588,62.068962,9.368972,7263.7695,19.470884,62.068962,470.92493,-110.26172,6.988866,46.433334,6.6037254
2646,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,40,3,0,1000,20,-30,-7,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,29,30,1948.75,-227.94922,1948.75,-227.94922,477.84457,-88.09588,63.333332,63.333332,9.368973,6.9888663,8109.992,22.482145,504.39148,-88.09588,62.068962,9.368972,7263.7695,19.470884,62.068962,470.92493,-110.26172,6.988866,46.433334,6.6037254
2647,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,40,3,0,1000,20,-30,-8,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,29,30,1948.75,-227.94922,1948.75,-227.94922,477.84457,-88.09588,63.333332,63.333332,9.368973,6.9888663,8109.992,22.482145,504.39148,-88.09588,62.068962,9.368972,7263.7695,19.470884,62.068962,470.92493,-110.26172,6.988866,46.433334,6.6037254
2648,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,40,3,0,1000,20,-30,-9,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,29,30,1948.75,-227.94922,1948.75,-227.94922,477.84457,-88.09588,63.333332,63.333332,9.368973,6.9888663,8109.992,22.482145,504.39148,-88.09588,62.068962,9.368972,7263.7695,19.470884,62.068962,470.92493,-110.26172,6.988866,46.433334,6.6037254
2649,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,40,3,0,1000,20,-30,-10,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,28,29,1948.75,-227.94922,1948.75,-227.94922,477.84457,-90.660355,65.51724,65.51724,10.014352,7.4794955,8172.4434,22.84649,504.39148,-90.660355,64.28571,10.014351,7343.33,19.935051,64.28571,470.92493,-113.33183,7.4794946,47.103447,8.024401
2650,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,40,3,0,1000,20,-30,-15,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,24,24,1948.75,-227.94922,1948.75,-227.94922,520.478,-83.562744,66.66667,66.66667,12.457182,9.106203,7659.1465,21.83109,520.478,-83.562744,66.66667,12.457182,6963.955,19.420174,66.66667,488.9403,-107.38623,9.106203,49.916668,10.316781
2651,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,40,3,0,1000,20,-30,-20,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,15,15,1948.75,-227.94922,1948.75,-227.94922,728.27844,-83.562744,46.666668,46.666668,7.6259303,5.633297,4429.4473,11.20451,728.27844,-83.562744,46.666668,7.6259303,3980.418,9.698901,46.666668,691.3583,-107.38623,5.633297,46.266666,3.9242435
2652,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,40,3,0,1000,30,-30,0,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,34,36,1387.4492,-182.44922,1658.3984,-182.44922,360.44775,-95.61279,66.66667,63.88889,7.539741,5.4247127,7503.3926,24.647772,393.21573,-95.61279,64.70589,7.539741,6508.83,21.035444,61.764706,379.99274,-113.1552,5.4247127,47.055557,16.777481
2653,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,40,3,0,1000,30,-30,-1,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,34,36,1353.75,-182.44922,1624.6992,-182.44922,366.9439,-90.08665,69.44444,66.66667,9.257347,6.532715,8182.6445,26.981478,398.85208,-90.08665,67.64706,9.257346,7171.1094,23.367975,64.70589,384.87448,-108.01074,6.532715,47.52778,18.637857
2654,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,40,3,0,1000,30,-30,-2,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,34,36,1353.75,-182.44922,1624.6992,-182.44922,361.11188,-80.06836,69.44444,66.66667,10.2501,7.0050635,8147.045,26.801634,392.5129,-80.06836,67.64706,10.2501,7139.502,23.188223,64.70589,378.56436,-99.07617,7.005063,48.194443,18.49449
2655,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,40,3,0,1000,30,-30,-3,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,31,33,1353.75,-182.44922,1624.6992,-182.44922,368.1216,-87.40019,69.69697,66.66667,9.687388,6.7627473,7592.795,24.310883,403.18082,-87.40019,67.741936,9.687389,6656.051,20.998718,64.51613,390.55322,-105.00124,6.7627463,47.21212,16.74819
2656,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,40,3,0,1000,30,-30,-4,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,31,33,1353.75,-182.44922,1624.6992,-182.44922,368.1216,-87.40019,69.69697,66.66667,9.687388,6.7627473,7592.795,24.310883,403.18082,-87.40019,67.741936,9.687389,6656.051,20.998718,64.51613,390.55322,-105.00124,6.7627463,47.21212,16.74819
2657,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,40,3,0,1000,30,-30,-5,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,31,32,1353.75,-182.44922,1624.6992,-182.44922,364.7635,-87.40019,68.75,65.625,9.18167,6.401353,7150.795,22.496813,382.13318,-87.40019,67.741936,9.181668,6238.6367,19.285555,64.51613,369.68253,-105.00124,6.401353,45.53125,15.381802
2658,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,40,3,0,1000,30,-30,-6,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,30,31,1353.75,-182.44922,1624.6992,-182.44922,377.5641,-87.40019,67.741936,64.51613,9.071886,6.3326426,7054.8438,21.916735,396.4423,-87.40019,66.66667,9.071888,6159.2754,18.80577,63.333332,384.9626,-105.00124,6.3326426,45.258064,14.108214
2659,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,40,3,0,1000,30,-30,-7,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,30,31,1353.75,-182.44922,1624.6992,-182.44922,377.5641,-87.40019,67.741936,64.51613,9.071886,6.3326426,7054.8438,21.916735,396.4423,-87.40019,66.66667,9.071888,6159.2754,18.80577,63.333332,384.9626,-105.00124,6.3326426,45.258064,14.108214
2660,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,40,3,0,1000,30,-30,-8,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,30,31,1353.75,-182.44922,1624.6992,-182.44922,377.5641,-87.40019,67.741936,64.51613,9.071886,6.3326426,7054.8438,21.916735,396.4423,-87.40019,66.66667,9.071888,6159.2754,18.80577,63.333332,384.9626,-105.00124,6.3326426,45.258064,14.108214
2661,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,40,3,0,1000,30,-30,-9,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,29,30,1353.75,-182.44922,1624.6992,-182.44922,368.50967,-87.40019,66.66667,63.333332,8.432699,5.882797,6496.1914,20.476759,387.9049,-87.40019,65.51724,8.432697,5639.6973,17.466513,62.068962,377.48395,-105.00124,5.8827963,43.133335,13.103494
2662,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,40,3,0,1000,30,-30,-10,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,28,29,1353.75,-182.44922,1624.6992,-182.44922,373.7391,-87.40019,65.51724,62.068962,8.124745,5.6673293,6227.041,19.140924,394.50238,-87.40019,64.28571,8.124744,5390.83,16.231348,60.714287,385.04962,-105.00124,5.6673303,42.827587,12.176865
2663,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,40,3,0,1000,30,-30,-15,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,23,24,1353.75,-182.44922,1624.6992,-182.44922,390.57446,-98.8064,66.66667,66.66667,7.9058557,5.651534,5458.74,16.841654,416.61276,-98.8064,65.21739,7.905854,4740.4023,14.433234,65.21739,383.9672,-127.38818,5.6515326,43.833332,11.511681
2664,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,40,3,0,1000,30,-30,-20,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,18,19,1353.75,-155.40039,1624.6992,-155.40039,395.26877,-92.53353,68.42105,68.42105,9.255192,6.6019144,4583.293,12.865799,428.20786,-92.53353,66.66667,9.255195,4020.2383,10.959375,66.66667,394.82437,-119.60905,6.6019163,42.210526,6.322722
2665,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,50,2,0,1000,15,-30,0,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,153,172,1882.25,-398.55078,2466.1523,-396.35156,312.0602,-145.72932,45.34884,40.11628,1.7768805,1.3385487,10642.141,36.240597,335.95996,-155.12117,45.751633,1.8265703,5576.8223,19.022444,39.86928,347.91922,-170.06793,1.356432,41.023254,2.426324
2666,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,50,2,0,1000,15,-30,-1,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,151,169,1882.25,-398.55078,2466.1523,-390.94922,313.6883,-143.4381,45.56213,40.236687,1.8303607,1.3753006,10957.693,36.880135,338.12317,-150.88786,45.695366,1.8856274,5971.0566,19.96167,39.7351,350.91058,-165.7536,1.3958648,41.27219,2.9762611
2667,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,50,2,0,1000,15,-30,-2,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,146,163,1882.25,-398.55078,2466.1523,-390.94922,306.13217,-142.28224,44.785275,39.2638,1.7451735,1.3070657,9542.246,29.834482,326.12347,-149.77377,45.20548,1.7963883,4739.408,13.519553,39.041096,339.4285,-164.13501,1.3244389,40.932514,1.9401939
2668,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,50,2,0,1000,15,-30,-3,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,141,157,1882.25,-398.55078,2466.1523,-390.94922,310.3521,-141.07178,45.859875,40.76433,1.8634946,1.3976703,10354.25,32.471996,331.1054,-146.94212,46.09929,1.9271686,5739.955,16.755745,40.425533,339.4285,-161.99368,1.4218239,41.662422,2.9530458
2669,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,50,2,0,1000,15,-30,-4,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,137,152,1882.25,-398.55078,2466.1523,-390.94922,301.57468,-141.41385,45.394737,40.131577,1.7728578,1.3255079,9071.303,28.358887,319.2048,-149.17026,45.9854,1.8217803,4597.8965,13.144698,40.145985,328.11505,-164.00526,1.3418908,41.105263,1.4285034
2670,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,50,2,0,1000,15,-30,-5,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,134,149,1882.25,-398.55078,2466.1523,-390.94922,305.5381,-142.84206,44.966446,39.597313,1.7477137,1.3125534,8758.004,27.212534,324.1361,-150.8808,45.52239,1.7951486,4393.5527,12.298921,39.55224,335.35187,-165.18637,1.3283648,41.033558,1.3365883
2672,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,50,2,0,1000,15,-30,-7,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,123,134,1882.25,-398.55078,2466.1523,-390.94922,324.18167,-142.02301,44.77612,38.80597,1.8507565,1.39993,8941.197,26.992811,346.70728,-148.93681,44.715446,1.8828454,5042.7363,13.579311,38.21138,368.18533,-161.34177,1.4112499,41.5,1.4700385
2673,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,50,2,0,1000,15,-30,-8,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,121,132,1882.25,-398.55078,2466.1523,-390.94922,324.98898,-141.06648,44.696968,38.636364,1.8619753,1.4069828,8876.496,26.870382,348.00647,-147.99782,44.628098,1.895182,5034.6816,13.656945,38.01653,370.83377,-160.31563,1.4187309,41.477272,1.6375068
2674,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,50,2,0,1000,15,-30,-9,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,119,130,1882.25,-398.55078,2466.1523,-390.94922,324.98898,-142.15286,45.384617,39.23077,1.899795,1.4371232,9081.496,27.622972,348.00647,-149.39775,45.37815,1.9351902,5294.131,14.609157,38.655464,370.83377,-161.15373,1.4500197,41.8,1.977451
2675,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,50,2,0,1000,15,-30,-10,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,116,126,1882.25,-398.55078,2466.1523,-390.94922,312.2455,-146.65292,44.444447,38.095238,1.703317,1.2907722,7220.043,20.30822,317.6726,-152.64453,45.689655,1.7507892,3561.295,7.69806,38.793106,336.9995,-163.43216,1.3069108,40.055557,0.637594
2671,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,50,2,0,1000,15,-30,-6,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,128,142,1882.25,-398.55078,2466.1523,-390.94922,315.79367,-141.6918,44.366196,38.732395,1.7773466,1.3402154,8701.35,26.080694,331.88022,-150.68147,45.3125,1.8249522,4568.76,11.867656,39.0625,346.7182,-163.68141,1.3578528,40.894367,1.3335968
2676,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,50,2,0,1000,15,-30,-15,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,104,112,1882.25,-398.55078,2466.1523,-390.94922,328.5999,-149.85005,44.642857,39.285713,1.768434,1.3500072,7139.293,20.830553,334.17865,-150.30006,45.192307,1.8333379,3868.4902,9.620143,39.423077,347.36465,-164.65811,1.3729218,39.839287,1.0893
2677,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,50,2,0,1000,15,-30,-20,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,80,85,1882.25,-390.94922,2466.1523,-390.94922,352.8768,-158.69331,48.235294,41.17647,2.0720282,1.6066629,7485.4434,24.227613,354.80643,-154.92702,48.75,2.1784372,5012.711,15.715496,41.25,381.87488,-161.4715,1.6605092,42.964706,2.3647606
2678,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,50,2,0,1000,20,-30,0,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,148,168,2899.7031,-390.94922,4801.953,-582.1992,371.80316,-144.26231,47.023808,40.476192,2.2876902,1.7607824,16533.104,52.308514,430.55444,-152.02525,45.27027,2.3426216,11749.053,35.48233,38.513515,466.7846,-163.2711,1.7907735,43.279762,3.841263
