Sr.No,TradeType(l/s),positional,costPercent,startTime,cutOffTime,endTime,candlePeriod,ATRFrom%,ATRTo%,VixFrom%,VixTo%,Period,noOfSD,MinBandRange(as % of SMA),MaxBandRange(as % of SMA),LookbackDuration,MinBandChange,MaxBandChange,MinBreakout,MaxBreakout,Exit at SMA,TargetBN%,TriggerBN%,FallbackBN%,TradeSLBN%,DaySLBN%,MaxOverlap,TradeGap,TradingDays,TotalTrades,TradeMaxProfit,TradeMaxLoss,DayMaxProfit,DayMaxLoss,TradeAverageProfit,TradeAverageLoss,TradeWinPercent,TradeWinPercent(Cost),TradeExpectancy,TradeExpectancy(Cost),Profit,Profit %,DayAverageProfit,DayAverageLoss,DayWinPercent,DayExpectancy,ProfitCost,ProfitCost %,DayWinPercent(Cost),DayAverageProfit(Cost),DayAverageLoss(Cost),DayExpectancy(Cost),HoldingPeriodAvg,Calmar
1886,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,2,20,50,1000,0.35,0.9,TRUE,1000,1000,1000,1.5,1000,10,5,127,258,833.39844,-526.60156,2222.207,-1854.5977,186.93083,-156.86446,58.52713,50.775192,1.6817038,1.1982511,11442.061,38.574093,417.86206,-275.91165,52.755905,1.6911668,3995.5928,12.754822,44.88189,420.635,-285.43716,1.1999737,144.96124,0.75373226
1887,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,1000,30,100,1000,0.35,0.9,TRUE,1000,1000,1000,1.5,1000,10,5,96,241,1474.3984,-542.59766,6031.994,-1245.1973,222.45,-153.99094,58.09129,53.526974,2.0023685,1.4645724,15589.914,55.840046,581.6654,-333.10657,54.166668,2.0636723,8686.411,31.712181,46.875,586.02106,-346.7556,1.4911869,152.34439,3.3615382
1890,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1.5,1000,30,100,1000,0.35,0.9,TRUE,1000,1000,1000,1.5,1000,10,5,70,167,1474.3984,-542.59766,6031.994,-1065.6953,226.81903,-152.70479,58.08383,52.095806,2.0582614,1.5202157,11312.111,42.842007,543.76154,-319.18024,55.714287,2.1432629,6686.668,26.120619,50.0,531.2374,-340.1898,1.5615914,152.01198,2.4040418
1891,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,1.5,1000,30,175,1000,0.35,0.9,TRUE,1000,1000,1000,1.5,1000,10,5,50,77,1496.75,-469.94922,4926.6016,-562.9512,262.80542,-169.97018,61.03896,53.246754,2.422357,1.8223556,7252.749,27.858006,472.40027,-209.56909,52.0,2.4419963,5032.2646,20.144152,48.0,464.59558,-235.30882,1.8225303,105.41558,4.1281524
1892,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,2.5,1000,30,175,1000,0.35,0.9,TRUE,1000,1000,1000,1.5,1000,10,5,20,29,1496.75,-401.1504,4926.6016,-401.1504,418.76294,-124.71545,55.172413,55.172413,4.1326118,3.0809753,5078.9062,18.244463,744.46747,-147.39098,45.0,4.132612,4218.052,15.335358,45.0,693.8901,-184.269,3.0809755,107.10345,2.8644586
1893,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3,1000,30,175,1000,0.35,0.9,TRUE,1000,1000,1000,1.5,1000,10,5,10,14,1496.75,-401.1504,4926.6016,-401.1504,587.83057,-136.37549,71.42857,71.42857,10.775958,8.354645,5332.8037,18.912127,979.7176,-136.37549,60.000004,10.775959,4921.0615,17.502691,60.000004,931.6951,-167.27734,8.354646,123.92857,7.420747
1894,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3,1000,30,200,1000,0.35,0.9,TRUE,1000,1000,1000,1.5,1000,10,5,9,13,1496.75,-401.1504,4926.6016,-401.1504,615.50055,-138.62549,69.230774,69.230774,9.990057,7.7957683,4985.003,17.91292,1107.901,-138.62549,55.555557,9.990056,4608.3,16.603987,55.555557,1057.2826,-169.52832,7.7957673,123.61539,6.9580827
1895,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3.5,1000,30,175,1000,0.35,0.9,TRUE,1000,1000,1000,1.5,1000,10,5,6,9,1358.8008,-401.1504,3429.8516,-401.1504,597.87933,-250.6748,77.77778,77.77778,8.347778,7.0293837,3683.8057,13.058876,1046.2888,-250.6748,66.66667,8.34778,3408.0264,12.152361,66.66667,993.3157,-282.61816,7.029385,130.33333,7.154786
1896,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3.5,1000,30,200,1000,0.35,0.9,TRUE,1000,1000,1000,1.5,1000,10,5,5,8,1358.8008,-401.1504,3429.8516,-401.1504,641.0591,-250.6748,75.0,75.0,7.6720004,6.4919834,3345.005,12.087357,1282.1182,-250.6748,60.000004,7.672002,3104.2686,11.281328,60.000004,1223.1683,-282.61816,6.491985,130.875,6.6419597
1897,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,1.5,1000,15,150,175,0.35,0.9,TRUE,1000,1000,1000,1.5,1000,10,5,6,6,341.8496,-78.5,341.8496,-78.5,236.83301,-46.716797,50.0,50.0,5.069547,2.9381115,570.34863,3.0517404,236.83301,-46.716797,50.0,5.069547,427.93652,2.4502203,50.0,216.24577,-73.60026,2.9381115,68.0,4.8536415
1898,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,1.5,3.5,15,150,175,0.35,0.9,TRUE,1000,1000,1000,1.5,1000,10,5,5,5,341.8496,-78.5,341.8496,-78.5,236.83301,-52.875,60.000004,60.000004,6.718668,4.1475644,604.749,3.1664004,236.83301,-52.875,60.000004,6.718668,492.32324,2.6648276,60.000004,216.24577,-78.20703,4.1475644,70.6,8.445316
1899,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,1.5,1000,20,175,200,0.35,0.9,TRUE,1000,1000,1000,1.5,1000,10,5,6,6,292.04883,-81.54883,292.04883,-81.54883,155.87968,-81.54883,83.33333,83.33333,9.557442,6.1793394,697.8496,2.8804302,155.87968,-81.54883,83.33333,9.557442,547.75586,2.2789905,83.33333,130.70273,-105.75781,6.1793394,81.833336,5.225851
1904,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,5,20,50,1000,0.35,1,TRUE,1000,1000,1000,1.5,1000,10,5,155,385,1474.3984,-562.5508,4081.246,-1854.5977,205.56773,-161.00992,55.84416,48.05195,1.6147002,1.1775738,16825.375,62.23707,548.0058,-336.6114,50.32258,1.64915,5825.2373,23.705961,43.870968,545.4183,-359.3472,1.1863288,147.413,1.0322032
1900,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,2,1000,20,175,200,0.35,0.9,TRUE,1000,1000,1000,1.5,1000,10,5,4,4,292.04883,33.34961,292.04883,0.0,160.5122,NaN,100.0,100.0,NaN,NaN,642.0488,2.6078897,160.5122,NaN,100.0,NaN,538.79297,2.2065816,100.0,134.69824,NaN,NaN,97.5,Infinity
1901,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,1000,20,50,1000,0.35,1,TRUE,1000,1000,1000,1.5,1000,10,5,156,394,1474.3984,-578.4492,6339.9434,-1854.5977,214.12538,-166.04355,56.09137,48.477158,1.6473744,1.2135367,18596.176,69.53263,588.0654,-349.6529,50.0,1.6818548,7317.6025,30.097906,43.589745,588.89374,-371.89966,1.2235942,147.46701,1.1866409
1902,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,6,20,50,1000,0.35,1,TRUE,1000,1000,1000,1.5,1000,10,5,156,392,1474.3984,-578.4492,5784.244,-1854.5977,212.57278,-164.66153,56.122444,48.469387,1.651238,1.2137665,18444.227,68.65673,580.9411,-344.47662,50.0,1.6864456,7231.2607,29.422441,43.589745,581.1424,-366.89117,1.2239722,147.42857,1.2168548
1903,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,5.5,20,50,1000,0.35,1,TRUE,1000,1000,1000,1.5,1000,10,5,155,390,1474.3984,-578.4492,4979.3945,-1854.5977,209.86832,-163.45108,56.153847,48.46154,1.6443985,1.2053769,18011.027,66.79083,570.62244,-344.12372,50.32258,1.6797246,6863.5264,27.75746,43.870968,569.7253,-366.41144,1.2153074,147.35385,1.2026826
1905,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,2,20,50,1000,0.35,1,TRUE,1000,1000,1000,1.5,1000,10,5,130,264,833.39844,-526.60156,2222.207,-1854.5977,185.62808,-156.82286,59.4697,51.136364,1.7368016,1.2353585,12363.5625,42.084663,412.9109,-275.66998,53.846157,1.747486,4748.421,15.663614,45.384617,419.49313,-281.7137,1.2374012,145.55302,0.92414045
1906,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,1000,30,100,1000,0.35,1,TRUE,1000,1000,1000,1.5,1000,10,5,96,248,1474.3984,-578.4492,6891.6426,-1815.8945,227.57747,-157.37195,58.064514,53.22581,2.0023088,1.4721857,16404.47,59.803314,619.1442,-337.15298,53.125,2.0812414,9285.442,34.973495,47.916664,601.3505,-367.53363,1.5052838,151.9758,3.707023
1907,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,6,30,100,1000,0.35,1,TRUE,1000,1000,1000,1.5,1000,10,5,96,246,1474.3984,-578.4492,5784.244,-1815.8945,222.98418,-157.37195,57.723576,52.845528,1.934647,1.4187819,15297.072,55.89508,597.4305,-337.15298,53.125,2.0082512,8235.269,31.267212,47.916664,578.5207,-367.53363,1.4481368,151.65446,3.3141744
1908,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,1.5,20,50,1000,0.35,1,TRUE,1000,1000,1000,1.5,1000,10,5,106,173,833.39844,-373.64844,1664.2969,-953.6992,189.4645,-153.97014,64.16185,56.647396,2.203041,1.554442,11484.411,39.226925,317.68497,-237.06992,62.26415,2.2110784,6414.2217,21.907328,53.773582,314.32504,-234.74095,1.5576464,147.60693,2.6227813
1909,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1.5,1000,30,100,1000,0.35,1,TRUE,1000,1000,1000,1.5,1000,10,5,70,173,1474.3984,-578.4492,6891.6426,-1815.8945,234.48097,-157.57442,57.80347,51.445084,2.0384455,1.515234,11945.166,45.78438,588.28815,-325.3057,54.285717,2.1474946,7120.951,28.461546,51.428574,547.7705,-370.55255,1.5652094,150.94798,2.5681949
1910,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,1.5,1000,30,175,1000,0.35,1,TRUE,1000,1000,1000,1.5,1000,10,5,50,77,1496.75,-469.94922,4926.6016,-562.9512,263.1969,-171.28352,61.03896,53.246754,2.407364,1.8152581,7231.749,27.772404,473.10797,-211.21077,52.0,2.4266453,5011.216,20.058598,48.0,464.79163,-236.29935,1.8156564,105.454544,4.0168343
1911,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,2.5,1000,30,175,1000,0.35,1,TRUE,1000,1000,1000,1.5,1000,10,5,20,29,1496.75,-440.55078,4926.6016,-440.55078,418.76294,-127.74625,55.172413,55.172413,4.0345645,3.0221455,5039.506,18.092844,744.46747,-150.97284,45.0,4.034565,4178.5947,15.183824,45.0,693.8901,-187.856,3.022146,107.0,2.758087
1912,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3,1000,30,175,1000,0.35,1,TRUE,1000,1000,1000,1.5,1000,10,5,10,14,1496.75,-440.55078,4926.6016,-440.55078,587.83057,-146.22559,71.42857,71.42857,10.050064,7.889411,5293.4033,18.76051,979.7176,-146.22559,60.000004,10.050065,4881.6045,17.351156,60.000004,931.6951,-177.1416,7.889411,123.71429,6.9123955
1913,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3,1000,30,200,1000,0.35,1,TRUE,1000,1000,1000,1.5,1000,10,5,9,13,1496.75,-440.55078,4926.6016,-440.55078,615.50055,-148.47559,69.230774,69.230774,9.327301,7.367102,4945.6025,17.761303,1107.901,-148.47559,55.555557,9.3273,4568.843,16.452452,55.555557,1057.2826,-179.39258,7.367101,123.38461,6.4829
1914,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3.5,1000,30,175,1000,0.35,1,TRUE,1000,1000,1000,1.5,1000,10,5,6,9,1358.8008,-440.55078,3429.8516,-440.55078,597.87933,-270.375,77.77778,77.77778,7.7395387,6.570707,3644.4053,12.907258,1046.2888,-270.375,66.66667,7.73954,3368.5693,12.000827,66.66667,993.3157,-302.34668,6.5707083,130.0,6.486835
1915,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3.5,1000,30,200,1000,0.35,1,TRUE,1000,1000,1000,1.5,1000,10,5,5,8,1358.8008,-440.55078,3429.8516,-440.55078,641.0591,-270.375,75.0,75.0,7.1129994,6.0683737,3305.6045,11.935739,1282.1182,-270.375,60.000004,7.1130004,3064.8115,11.129794,60.000004,1223.1683,-302.34668,6.0683746,130.5,6.0160136
1916,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,1.5,1000,15,150,175,0.35,1,TRUE,1000,1000,1000,1.5,1000,10,5,6,6,341.8496,-78.5,341.8496,-78.5,236.83301,-46.716797,50.0,50.0,5.069547,2.9381115,570.34863,3.0517404,236.83301,-46.716797,50.0,5.069547,427.93652,2.4502203,50.0,216.24577,-73.60026,2.9381115,68.0,4.8536415
1917,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,1.5,3.5,15,150,175,0.35,1,TRUE,1000,1000,1000,1.5,1000,10,5,5,5,341.8496,-78.5,341.8496,-78.5,236.83301,-52.875,60.000004,60.000004,6.718668,4.1475644,604.749,3.1664004,236.83301,-52.875,60.000004,6.718668,492.32324,2.6648276,60.000004,216.24577,-78.20703,4.1475644,70.6,8.445316
1918,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,1.5,1000,20,175,200,0.35,1,TRUE,1000,1000,1000,1.5,1000,10,5,6,6,292.04883,-81.54883,292.04883,-81.54883,155.87968,-81.54883,83.33333,83.33333,9.557442,6.1793394,697.8496,2.8804302,155.87968,-81.54883,83.33333,9.557442,547.75586,2.2789905,83.33333,130.70273,-105.75781,6.1793394,81.833336,5.225851
1919,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,2,1000,20,175,200,0.35,1,TRUE,1000,1000,1000,1.5,1000,10,5,4,4,292.04883,33.34961,292.04883,0.0,160.5122,NaN,100.0,100.0,NaN,NaN,642.0488,2.6078897,160.5122,NaN,100.0,NaN,538.79297,2.2065816,100.0,134.69824,NaN,NaN,97.5,Infinity
1920,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,1000,20,50,1000,0.4,0.45,TRUE,1000,1000,1000,1.5,1000,10,5,113,155,833.39844,-599.75,1328.6523,-1095.1484,208.12442,-157.80212,54.19355,49.032257,1.5603827,1.1384935,6278.5,19.994236,265.0344,-218.03471,56.63717,1.587671,1843.9111,4.48421,49.55752,258.9852,-222.0923,1.1456571,141.3613,0.5290308
1921,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,6,20,50,1000,0.4,0.45,TRUE,1000,1000,1000,1.5,1000,10,5,112,154,833.39844,-599.75,1328.6523,-1095.1484,203.44098,-157.80212,53.896107,48.701298,1.5071114,1.0958124,5681.6504,17.88462,259.7675,-218.03471,56.25,1.5318054,1275.6533,2.4756527,49.107143,253.36208,-222.0923,1.1007683,141.03896,0.29206848
1922,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,5.5,20,50,1000,0.4,0.45,TRUE,1000,1000,1000,1.5,1000,10,5,112,154,833.39844,-599.75,1328.6523,-1095.1484,203.44098,-157.80212,53.896107,48.701298,1.5071114,1.0958124,5681.6504,17.88462,259.7675,-218.03471,56.25,1.5318054,1275.6533,2.4756527,49.107143,253.36208,-222.0923,1.1007683,141.03896,0.29206848
1923,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,5,20,50,1000,0.4,0.45,TRUE,1000,1000,1000,1.5,1000,10,5,111,152,833.39844,-599.75,1328.6523,-1095.1484,204.69444,-157.80212,53.289474,48.026314,1.4798574,1.076631,5376.3,16.671227,259.0323,-218.03471,55.855858,1.5032246,1020.26855,1.4628699,48.64865,253.32462,-222.0923,1.0805947,140.83553,0.17258406
1924,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,2,20,50,1000,0.4,0.45,TRUE,1000,1000,1000,1.5,1000,10,5,81,107,833.39844,-473.75,1328.6523,-1095.1484,206.7401,-149.72655,56.074768,50.46729,1.7627038,1.2628208,5367.259,15.513862,262.26715,-204.68523,58.024693,1.7712358,2224.1465,4.8060737,50.617283,257.9559,-208.80112,1.2662997,140.97197,0.51749563
1925,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,1000,30,100,1000,0.4,0.45,TRUE,1000,1000,1000,1.5,1000,10,5,67,90,833.39844,-473.75,1253.2988,-819.75,207.9729,-147.0,57.77778,55.555557,1.936017,1.404986,5228.591,16.661917,264.16605,-197.70558,59.701492,1.9794943,2686.3213,7.6535764,56.71642,237.33221,-218.35527,1.4242251,145.07777,1.3694996
1926,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,6,30,100,1000,0.4,0.45,TRUE,1000,1000,1000,1.5,1000,10,5,66,89,833.39844,-473.75,1253.2988,-819.75,200.34787,-147.0,57.303368,55.05618,1.8291692,1.319316,4631.741,14.552299,255.6357,-197.70558,59.090908,1.867684,2118.0635,5.6450195,56.060608,228.38828,-218.35527,1.3344855,144.5618,1.0100965
1927,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,1.5,20,50,1000,0.4,0.45,TRUE,1000,1000,1000,1.5,1000,10,5,60,71,833.39844,-414.94922,1328.6523,-621.39844,217.2168,-158.5397,59.154926,56.33803,1.9842967,1.4384669,4525.454,14.099994,246.57042,-199.89789,61.666668,1.984297,2403.705,6.9929194,58.333332,225.30792,-219.2829,1.4384664,143.01408,1.2759151
1928,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1.5,1000,30,100,1000,0.4,0.45,TRUE,1000,1000,1000,1.5,1000,10,5,48,62,627.10156,-473.75,733.39844,-473.75,197.02687,-147.65797,59.67742,58.064514,1.9748327,1.4437857,3598.545,12.0478115,234.73483,-191.30556,62.5,2.0450253,1930.2773,5.8418016,60.416668,206.17336,-213.0921,1.476759,142.98387,1.0912575
1929,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,1.5,1000,30,175,1000,0.4,0.45,TRUE,1000,1000,1000,1.5,1000,10,5,29,33,1496.75,-420.70312,1496.75,-428.44922,232.88356,-159.69206,63.636364,54.545456,2.5520756,1.8857893,2974.25,12.431061,255.50822,-188.04062,65.51724,2.5817065,2032.4414,9.124871,58.62069,254.52585,-191.20818,1.8857889,109.36364,3.3418524
1930,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,2.5,1000,30,175,1000,0.4,0.45,TRUE,1000,1000,1000,1.5,1000,10,5,12,13,1496.75,-265.3496,1496.75,-265.3496,355.2754,-155.84291,46.153847,38.46154,1.9540303,1.5068771,1040.752,4.2217793,355.2754,-181.81673,50.0,1.9540303,660.1201,2.9196606,41.666664,392.48965,-186.04688,1.5068767,94.92308,0.674988
1931,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3,1000,30,175,1000,0.4,0.45,TRUE,1000,1000,1000,1.5,1000,10,5,5,5,1496.75,-105.75,1496.75,-105.75,513.4258,-105.75,80.0,80.0,19.42036,14.559143,1947.9531,7.111777,513.4258,-105.75,80.0,19.42036,1804.081,6.6082115,80.0,484.28345,-133.05273,14.559143,126.6,13.585785
1932,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3,1000,30,200,1000,0.4,0.45,TRUE,1000,1000,1000,1.5,1000,10,5,4,4,1496.75,-105.75,1496.75,-105.75,573.6003,-105.75,75.0,75.0,16.272348,12.320515,1615.0508,6.157333,573.6003,-105.75,75.0,16.272348,1506.2256,5.7542486,75.0,546.4261,-133.05273,12.320515,127.0,11.830127
1933,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3.5,1000,30,175,1000,0.4,0.45,TRUE,1000,1000,1000,1.5,1000,10,5,3,3,332.90234,97.55078,332.90234,0.0,185.65105,NaN,100.0,100.0,NaN,NaN,556.9531,2.0596094,185.65105,NaN,100.0,NaN,468.65137,1.7585725,100.0,156.21712,NaN,NaN,113.0,Infinity
1934,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3.5,1000,30,200,1000,0.4,0.45,TRUE,1000,1000,1000,1.5,1000,10,5,2,2,126.5,97.55078,126.5,0.0,112.02539,NaN,100.0,100.0,NaN,NaN,224.05078,1.1051656,112.02539,NaN,100.0,NaN,170.7959,0.90460944,100.0,85.39795,NaN,NaN,107.0,Infinity
1936,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,1.5,3.5,15,150,175,0.4,0.45,TRUE,1000,1000,1000,1.5,1000,10,5,2,2,231.2998,-78.5,231.2998,-78.5,231.2998,-78.5,50.0,50.0,2.9464943,1.8795487,152.7998,1.2960804,231.2998,-78.5,50.0,2.9464943,101.024414,1.0954385,50.0,215.88379,-114.859375,1.8795487,96.5,3.4716408
1937,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,1.5,1000,20,175,200,0.4,0.45,TRUE,1000,1000,1000,1.5,1000,10,5,1,1,47.30078,47.30078,47.30078,0.0,47.30078,NaN,100.0,100.0,NaN,NaN,47.30078,0.12986854,47.30078,NaN,100.0,NaN,10.855469,0.029804662,100.0,10.855469,NaN,NaN,75.0,Infinity
1938,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,2,1000,20,175,200,0.4,0.45,TRUE,1000,1000,1000,1.5,1000,10,5,1,1,47.30078,47.30078,47.30078,0.0,47.30078,NaN,100.0,100.0,NaN,NaN,47.30078,0.12986854,47.30078,NaN,100.0,NaN,10.855469,0.029804662,100.0,10.855469,NaN,NaN,75.0,Infinity
1939,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,1000,20,50,1000,0.4,0.5,TRUE,1000,1000,1000,1.5,1000,10,5,131,206,830.0469,-599.75,1725.5508,-1522.2969,210.69057,-160.85986,53.88349,48.54369,1.530371,1.1191037,8104.965,27.321918,345.08038,-225.69756,50.38168,1.5524728,2168.5254,6.7082453,45.801525,328.39935,-246.978,1.1236651,141.13593,0.67311096
1935,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,1.5,1000,15,150,175,0.4,0.45,TRUE,1000,1000,1000,1.5,1000,10,5,2,2,231.2998,-78.5,231.2998,-78.5,231.2998,-78.5,50.0,50.0,2.9464943,1.8795487,152.7998,1.2960804,231.2998,-78.5,50.0,2.9464943,101.024414,1.0954385,50.0,215.88379,-114.859375,1.8795487,96.5,3.4716408
1940,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,6,20,50,1000,0.4,0.5,TRUE,1000,1000,1000,1.5,1000,10,5,129,204,830.0469,-599.75,1725.5508,-1522.2969,206.91093,-158.49829,53.92157,48.52941,1.5276494,1.1119056,7861.3633,26.135143,340.75162,-223.24208,50.387596,1.5502268,1990.4883,5.722084,45.736435,323.83203,-244.50859,1.1162968,141.01471,0.64753294
1941,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,5.5,20,50,1000,0.4,0.5,TRUE,1000,1000,1000,1.5,1000,10,5,129,204,830.0469,-599.75,1725.5508,-1522.2969,206.91093,-158.49829,53.92157,48.52941,1.5276494,1.1119056,7861.3633,26.135143,340.75162,-223.24208,50.387596,1.5502268,1990.4883,5.722084,45.736435,323.83203,-244.50859,1.1162968,141.01471,0.64753294
1942,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,5,20,50,1000,0.4,0.5,TRUE,1000,1000,1000,1.5,1000,10,5,128,201,830.0469,-599.75,1725.5508,-1522.2969,204.36916,-158.49829,53.233833,47.761192,1.467732,1.0663707,6968.661,23.114916,332.1274,-223.24208,50.0,1.4877455,1180.5527,3.0033712,45.3125,315.4509,-244.50859,1.0689752,140.97015,0.2848775
1943,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,2,20,50,1000,0.4,0.5,TRUE,1000,1000,1000,1.5,1000,10,5,91,138,830.0469,-473.75,1725.5508,-1522.2969,206.95703,-149.54572,57.246376,52.898552,1.8530251,1.3289099,7526.408,23.744194,331.31955,-207.33928,53.846157,1.8642851,3497.163,9.932293,50.549454,304.76538,-233.82323,1.3323654,140.49275,1.038809
1944,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,1000,30,100,1000,0.4,0.5,TRUE,1000,1000,1000,1.5,1000,10,5,85,124,830.0469,-473.75,1725.5508,-1246.8984,210.32883,-151.46796,55.64516,53.22581,1.7420652,1.2622582,6181.952,20.889734,314.99088,-199.81595,52.941177,1.7734556,2608.4102,8.479297,50.588238,283.9386,-228.59402,1.2716827,145.58871,1.2437863
1945,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,6,30,100,1000,0.4,0.5,TRUE,1000,1000,1000,1.5,1000,10,5,84,123,830.0469,-473.75,1725.5508,-1246.8984,204.20941,-151.46796,55.284554,52.845528,1.6668681,1.2021459,5555.503,18.673176,307.9123,-199.81595,52.380955,1.6950777,2010.5371,6.363851,50.0,276.46396,-228.59402,1.2094103,145.20325,0.93348205
1946,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,1.5,20,50,1000,0.4,0.5,TRUE,1000,1000,1000,1.5,1000,10,5,71,89,830.0469,-414.94922,1328.8516,-621.39844,211.12924,-156.58054,59.55056,56.179775,1.9851071,1.4228173,5552.95,17.650894,266.425,-194.37584,59.154926,1.985107,2867.2773,8.74205,54.929577,247.40105,-211.9176,1.4228172,143.7528,1.4028387
1947,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1.5,1000,30,100,1000,0.4,0.5,TRUE,1000,1000,1000,1.5,1000,10,5,60,83,627.10156,-473.75,892.5508,-857.0996,204.07013,-145.1718,56.626503,54.21687,1.8352382,1.3328556,4365.1113,15.374979,280.70447,-181.41243,55.0,1.8911783,2076.7373,7.06734,51.666664,257.12497,-203.2461,1.3523394,145.55421,1.1638823
1948,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,1.5,1000,30,175,1000,0.4,0.5,TRUE,1000,1000,1000,1.5,1000,10,5,37,44,1496.75,-469.94922,2496.5,-687.3008,240.62222,-196.29512,56.81818,47.727272,1.6129191,1.2359756,2285.9482,10.581029,284.74557,-230.85681,56.75676,1.6188762,1025.1592,6.1757593,48.64865,298.30573,-228.64967,1.2359757,103.90909,0.9637663
